price,latitude,longitude,surface_area,num_of_room,floor,num_floors_in_building,finish_condition,form_of_property,balcony_garden_terrace,parking_space,heating
1135130,52.30212,21.04662,85.22,1,7,7,for finishing,,Balcony,garage/parking space,municipal
,52.28266,21.02413,34.97,2,7,7,for finishing,,Balcony,garage/parking space,municipal
870000,52.21739,20.97525,47.23,2,3,3,for living,full ownership,,,municipal
960000,52.2341681,20.9184291,53.0,3,5,5,for living,full ownership,Balcony,garage/parking space,gas
849000,52.22497,21.04048,36.5,2,0,4,for living,full ownership,Balcony,,municipal
729000,52.2610466,21.0273354,49.36,2,0,3,for living,full ownership,,,municipal
1490000,52.1848517,21.0116993,65.83,3,0,8,for living,full ownership,"Balcony, Garden",garage/parking space,municipal
930000,52.158524,21.02914,68.1,3,4,9,for renovation,,Balcony,,
609000,52.2163092,20.7998462,54.67,3,3,3,for finishing,,,,municipal
838000,52.196863,20.9793035,47.2,3,3,4,for living,full ownership,Balcony,,municipal
,52.2723551,21.0832801,69.28,4,1,3,for finishing,full ownership,Balcony,garage/parking space,
650000,52.1899919,21.0016905,38.2,2,4,5,for living,full ownership,,,municipal
600000,52.36111,21.16789,112.0,6,,,,full ownership,Garden,garage/parking space,
1562000,52.2178907,21.0205004,56.0,3,2,5,for living,full ownership,,,municipal
500000,52.36111,21.16789,54.0,3,,,,full ownership,Garden,garage/parking space,
715000,52.23338,20.95718,33.0,1,1,11,for living,full ownership,Balcony,,
920000,52.2429649,20.9781242,46.0,3,1,10,for living,full ownership,Balcony,,municipal
1600000,52.2459154,20.9648779,67.64,3,2,6,for living,full ownership,Balcony,garage/parking space,municipal
679000,52.2257325,21.0722831,38.0,2,3,4,for living,cooperative ownership right to the premises,Balcony,garage/parking space,municipal
950000,52.1556864,21.0265411,73.9,5,4,4,for finishing,full ownership,,,municipal
1450000,52.2576058,20.9800296,51.25,2,8,10,for living,full ownership,Balcony,,municipal
440000,52.3133,21.0785,28.57,1,2,2,for living,full ownership,,,gas
829000,52.1596681,21.0197448,52.88,2,1,3,for living,cooperative ownership right to the premises,Balcony,,municipal
820000,52.257729,21.0357472,50.61,2,4,5,for living,full ownership,Balcony,,municipal
610000,52.2021,20.8857,30.35,2,7,7,for living,full ownership,Balcony,garage/parking space,municipal
489000,52.2357125,20.9559259,21.0,1,3,10,,,Balcony,,municipal
665000,52.2371102,20.9921282,27.0,2,6,15,for living,,,,municipal
659000,52.2454264,20.9434398,38.89,2,5,10,for living,cooperative ownership right to the premises,Balcony,garage/parking space,municipal
877000,52.1707271,20.9919822,38.93,2,3,5,for finishing,full ownership,Balcony,garage/parking space,municipal
408000,52.4805233,21.0504433,51.9,2,2,2,,full ownership,,,
1049000,52.1738667,21.0411827,57.0,3,9,10,for living,full ownership,Balcony,garage/parking space,municipal
889850,52.1738667,21.0411827,50.0,2,1,7,for living,full ownership,Balcony,,municipal
548000,52.0796095,20.9784323,59.67,2,2,2,,,,,
670000,52.1707271,20.9919822,29.88,1,2,5,for finishing,full ownership,Balcony,garage/parking space,municipal
1259000,52.28023,20.97688,90.5,3,10,20,for living,,,,municipal
2550000,52.22241,21.0154,78.5,4,1,3,for living,full ownership,Balcony,,municipal
866000,52.2306,21.10796,46.73,3,5,7,for finishing,full ownership,Balcony,garage/parking space,
295000,52.28238,21.06537,22.0,1,2,,for finishing,share,,,gas
1780000,52.1511766,21.0588794,106.7,5,3,3,for living,cooperative ownership right to the premises,Balcony,garage/parking space,gas
838000,52.2614614,21.036195,50.0,4,4,4,for living,full ownership,,,municipal
1250000,52.2007294,21.0209314,66.35,3,2,2,for living,full ownership,,,
1370000,52.2251321,20.9741461,58.16,3,5,6,for finishing,full ownership,,garage/parking space,
560340,52.0874604,20.8437038,50.94,2,3,3,for finishing,full ownership,,garage/parking space,
925000,52.2306,21.10796,43.01,2,7,7,for finishing,full ownership,"Balcony, Terrace",garage/parking space,
615000,52.32271,20.93791,40.2,2,0,3,for living,full ownership,Balcony,,municipal
505000,52.09234,21.03281,44.5,2,1,8,for living,full ownership,Balcony,garage/parking space,municipal
716000,52.2251321,20.9741461,28.41,1,2,6,for finishing,full ownership,Balcony,garage/parking space,
,52.1915061,20.9516335,36.84,2,5,6,for finishing,full ownership,Balcony,garage/parking space,
1299000,52.2292738,20.8887958,70.0,3,5,6,for living,full ownership,Balcony,garage/parking space,municipal
711000,52.2306,21.10796,41.03,2,5,7,for finishing,full ownership,Balcony,garage/parking space,
828564,52.320255,20.974453,62.77,3,1,5,for finishing,full ownership,"Balcony, Terrace",garage/parking space,municipal
559000,52.1661,20.81163,44.0,3,3,4,for living,full ownership,"Balcony, Garden",,municipal
629000,52.19512,20.88379,38.6,2,4,4,for living,full ownership,Balcony,,municipal
1999800,52.2322443,20.9873744,104.8,3,3,3,,,,,
1199990,52.19325,20.92943,65.03,3,2,6,for living,full ownership,,garage/parking space,municipal
646999,52.19446,20.8927,38.1,2,1,3,for living,full ownership,,,municipal
926000,52.22994,20.8922,46.32,2,0,5,for living,full ownership,"Terrace, Garden",garage/parking space,municipal
724999,52.1914,20.92794,48.4,3,4,5,for finishing,,Balcony,garage/parking space,municipal
1099000,52.2538074,20.9909779,54.9,2,3,7,for living,full ownership,Balcony,garage/parking space,municipal
970000,52.1823249,21.0258847,48.55,2,7,15,for living,full ownership,Balcony,garage/parking space,municipal
1999000,52.1688552,21.1070882,149.2,5,1,2,,,,,
,52.1915061,20.9516335,63.03,3,3,6,for finishing,full ownership,Balcony,garage/parking space,
1300000,52.21779,20.97499,69.47,2,4,4,for renovation,full ownership,Balcony,,municipal
1225000,52.2005582,20.9664113,48.1,2,7,8,for living,full ownership,Balcony,garage/parking space,municipal
1060000,52.2399174,21.0737805,67.0,3,5,16,for living,cooperative ownership right to the premises,Balcony,,municipal
629000,52.2869133,20.9409327,36.5,2,0,10,for living,full ownership,,,municipal
1499000,52.2818816,21.0579707,121.2,5,2,,,,,,
1398000,52.1553091,21.0159607,93.36,3,4,7,for finishing,,Balcony,garage/parking space,municipal
2460000,52.2006348,21.0416593,82.0,3,,,for living,full ownership,,garage/parking space,municipal
685000,52.3463656,20.936679,43.5,2,0,3,for living,full ownership,"Terrace, Garden",garage/parking space,municipal
400000,52.4805657,21.0514085,51.8,2,2,2,for living,full ownership,Garden,garage/parking space,
1400000,52.1814042,21.0991351,66.0,4,0,2,for living,,Garden,garage/parking space,municipal
1950000,52.1934452,20.9884125,70.0,3,5,7,for living,full ownership,Balcony,,municipal
1890000,52.2066664,21.018862,103.8,3,4,4,for living,full ownership,,,
679000,52.1846609,21.0116778,27.16,2,3,7,for living,full ownership,Balcony,,municipal
899000,52.132607,21.0474505,57.0,2,1,3,for living,full ownership,,garage/parking space,municipal
1175000,52.2097075,21.0685176,58.08,3,1,2,for living,full ownership,Balcony,garage/parking space,municipal
2399000,52.27657,20.96766,95.96,4,0,3,for renovation,full ownership,Terrace,garage/parking space,gas
1100000,52.23065,20.97569,49.56,2,1,7,for living,full ownership,Balcony,,municipal
1180000,52.09627,21.0673,132.0,4,2,2,for living,full ownership,"Balcony, Terrace",,gas
693000,52.1867818,21.0817829,37.46,2,3,3,for living,full ownership,,garage/parking space,electric
700000,52.23338,20.95718,39.2,2,2,4,for living,full ownership,,,municipal
900689,52.1581267,21.0830132,43.81,2,0,4,for finishing,full ownership,"Terrace, Garden",garage/parking space,
730000,52.24168,21.08406,49.5,2,1,,for living,full ownership,"Balcony, Terrace",,municipal
629000,52.19512,20.88379,38.6,2,4,4,for living,full ownership,Balcony,,municipal
1890000,52.2066664,21.018862,103.8,3,4,4,for living,full ownership,,,
679000,52.1846609,21.0116778,27.16,2,3,7,for living,full ownership,Balcony,,municipal
899000,52.132607,21.0474505,57.0,2,1,3,for living,full ownership,,garage/parking space,municipal
1175000,52.2097075,21.0685176,58.08,3,1,2,for living,full ownership,Balcony,garage/parking space,municipal
2399000,52.27657,20.96766,95.96,4,0,3,for renovation,full ownership,Terrace,garage/parking space,gas
1100000,52.23065,20.97569,49.56,2,1,7,for living,full ownership,Balcony,,municipal
1180000,52.09627,21.0673,132.0,4,2,2,for living,full ownership,"Balcony, Terrace",,gas
693000,52.1867818,21.0817829,37.46,2,3,3,for living,full ownership,,garage/parking space,electric
700000,52.23338,20.95718,39.2,2,2,4,for living,full ownership,,,municipal
811170,52.1801626,21.1021462,51.1,2,2,3,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,municipal
1196000,52.179781,21.1010304,79.35,3,2,2,for finishing,full ownership,"Balcony, Terrace",garage/parking space,municipal
468000,52.2242016,20.9193241,30.0,2,1,10,,cooperative ownership right to the premises,,,
640000,52.4166846,21.1776905,57.0,3,1,3,for living,full ownership,Balcony,garage/parking space,other
1480000,52.23059,21.06051,55.24,3,0,2,,,"Terrace, Garden",garage/parking space,municipal
1150000,52.23059,21.06051,53.0,2,3,3,for living,full ownership,Balcony,,municipal
1880000,52.23525,20.99432,53.77,3,5,16,for finishing,full ownership,,garage/parking space,municipal
1130000,52.2884662,21.0818295,94.2,3,0,,,,,,
699000,52.343858,21.0418406,54.58,3,1,3,for living,full ownership,Balcony,,gas
2690000,52.2021066,20.9545648,127.29,5,1,3,,,Terrace,garage/parking space,
710976,52.2633,21.02832,42.32,2,1,6,for finishing,full ownership,Balcony,,municipal
2800000,52.1986108,21.0464264,88.0,4,5,6,for living,full ownership,Terrace,garage/parking space,municipal
790000,52.20604,20.87887,46.0,3,0,7,for living,full ownership,Garden,garage/parking space,municipal
949000,52.2079513,21.1522645,64.7,3,1,2,for living,full ownership,Garden,garage/parking space,
1100000,52.1416406,21.0658344,56.5,1,1,5,for living,full ownership,Balcony,garage/parking space,municipal
810000,52.17421,21.00502,42.0,2,5,7,for living,full ownership,,,municipal
999000,52.19971,21.13418,76.0,4,2,3,for living,full ownership,Balcony,garage/parking space,gas
735000,52.24168,21.08406,49.0,3,4,4,for living,full ownership,Balcony,,municipal
2790000,52.2056759,21.032954,111.08,3,6,,for living,full ownership,Balcony,garage/parking space,municipal
1200000,52.1570778,21.0814605,54.0,2,3,4,for living,full ownership,"Balcony, Garden",garage/parking space,municipal
735000,52.0781197,21.0302675,65.0,3,4,4,for living,full ownership,Balcony,,municipal
695000,52.28668,20.93871,34.68,1,1,4,for finishing,,"Balcony, Terrace, Garden",garage/parking space,
498350,52.32216,21.06723,37.35,2,2,2,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,
704495,52.32216,21.06723,66.2,4,2,2,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,
2199000,52.2191138,20.9895656,95.43,3,0,4,for finishing,,,,
550000,52.2898637,21.0297177,37.0,2,2,10,for living,full ownership,Balcony,,municipal
1804600,52.22388,21.00772,51.56,2,3,4,for finishing,full ownership,,garage/parking space,municipal
549999,52.1046356,20.9888366,34.5,2,2,3,for living,full ownership,,garage/parking space,municipal
1699000,52.24168,21.08406,92.0,4,1,8,for living,full ownership,Balcony,garage/parking space,municipal
,52.1699645,20.9934698,29.88,1,5,5,for finishing,full ownership,Balcony,garage/parking space,
735000,52.0781197,21.0302675,65.0,3,4,4,for living,full ownership,Balcony,,municipal
695000,52.28668,20.93871,34.68,1,1,4,for finishing,,"Balcony, Terrace, Garden",garage/parking space,
498350,52.32216,21.06723,37.35,2,2,2,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,
704495,52.32216,21.06723,66.2,4,2,2,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,
2199000,52.2191138,20.9895656,95.43,3,0,4,for finishing,,,,
550000,52.2898637,21.0297177,37.0,2,2,10,for living,full ownership,Balcony,,municipal
1804600,52.22388,21.00772,51.56,2,3,4,for finishing,full ownership,,garage/parking space,municipal
925000,52.1504165,21.0556819,68.8,3,7,10,for renovation,full ownership,Balcony,,municipal
1100000,52.22241,21.0154,45.0,2,0,5,for living,full ownership,Balcony,,municipal
1079000,52.1986108,21.0464264,56.83,2,6,9,for living,full ownership,Balcony,garage/parking space,municipal
650000,52.3338124,20.939308,46.59,2,6,7,,full ownership,Balcony,,
460000,52.2848095,20.9430494,22.89,1,3,4,for living,cooperative ownership right to the premises,,,municipal
999000,52.19917,20.95423,59.25,3,3,5,,,,,
1360000,52.2241,20.9705,45.74,2,8,8,,,,,
2995000,52.23016,20.96308,104.2,4,3,8,,,,garage/parking space,municipal
1240000,52.17167,21.0148,68.7,2,3,3,for renovation,,,garage/parking space,
2900000,52.19413,21.02508,115.0,4,4,4,,,,garage/parking space,municipal
2480000,52.18523,21.02159,152.0,3,8,8,,,,garage/parking space,
2650000,52.15613,21.11163,119.0,4,0,3,,full ownership,"Balcony, Terrace",garage/parking space,municipal
1420000,52.28273,20.92541,77.0,3,1,7,for living,full ownership,"Balcony, Terrace",garage/parking space,municipal
1223490,52.23439,20.98912,47.98,2,12,22,for living,full ownership,Balcony,garage/parking space,
970000,52.22401,21.00681,25.5,1,3,4,,,Balcony,,
2620000,52.23208,20.97666,73.28,3,1,14,for living,,Balcony,,municipal
844000,52.2251321,20.9741461,34.69,2,1,6,for finishing,full ownership,,garage/parking space,
1490000,52.1529,21.0221,110.6,3,1,2,for finishing,,Balcony,garage/parking space,gas
2285000,52.2267742,21.0267162,83.5,3,4,4,for living,full ownership,Balcony,garage/parking space,municipal
697000,52.15909,20.81716,56.0,3,2,4,,,Balcony,garage/parking space,municipal
1100000,52.2263113,20.9511423,56.26,3,1,6,,,Balcony,garage/parking space,municipal
445000,52.4166109,20.7416188,42.36,2,1,3,for living,cooperative ownership right to the premises,Balcony,,municipal
1220000,52.2592141,20.9618743,82.5,5,5,5,for finishing,,,,
435000,52.2404027,21.0928498,23.3,1,0,4,for renovation,full ownership,,,municipal
465000,52.3102751,21.0620732,35.0,2,1,2,,full ownership,"Balcony, Terrace, Garden",garage/parking space,
619000,52.32899,21.00768,52.0,4,1,2,,full ownership,"Balcony, Terrace, Garden",garage/parking space,
915300,52.2552954,20.9199774,54.0,2,1,7,for living,full ownership,,,municipal
961400,52.286076,21.10806,119.01,5,1,2,for finishing,full ownership,Balcony,garage/parking space,gas
1120000,52.2435,21.0877,71.0,3,2,6,for living,full ownership,Balcony,garage/parking space,municipal
,52.1915061,20.9516335,57.6,3,6,6,for finishing,full ownership,Balcony,garage/parking space,
915300,52.2552954,20.9199774,54.0,2,1,7,for living,full ownership,,,municipal
619000,52.32899,21.00768,52.0,4,2,2,,full ownership,Balcony,garage/parking space,
1301000,52.233396,20.9878449,52.04,2,12,22,,,,,municipal
739000,52.2326333,20.913586,61.6,3,4,8,,,,,municipal
750000,52.166736,21.0133586,29.0,1,2,3,for finishing,full ownership,"Balcony, Terrace",,municipal
1200000,52.0954013,21.0423152,126.8,6,0,,,,,,
608000,52.2584405,21.1268743,53.42,3,1,5,for finishing,full ownership,Balcony,garage/parking space,
465000,52.32899,21.00768,35.0,2,1,2,,,Balcony,garage/parking space,
412000,52.2584405,21.1268743,25.62,1,3,5,for finishing,full ownership,Balcony,garage/parking space,
1019000,52.1953761,21.0019541,50.47,2,1,4,for living,full ownership,,,municipal
700000,52.2383598,20.9710427,39.7,2,2,4,for living,full ownership,,garage/parking space,municipal
470554,52.2584405,21.1268743,35.38,2,0,5,for finishing,full ownership,,garage/parking space,municipal
299000,52.17991,20.94782,25.0,1,1,2,for living,full ownership,,,gas
2480000,52.2424752,20.9956744,113.0,3,6,7,for living,full ownership,,,
465000,52.23614,21.00817,35.0,2,1,2,,full ownership,Balcony,garage/parking space,
1290000,52.1823249,21.0258847,68.0,2,3,,for renovation,full ownership,Balcony,garage/parking space,municipal
746149,52.13785,21.02912,44.0,2,1,4,for living,full ownership,Balcony,garage/parking space,municipal
969000,52.19832,21.01715,43.0,2,3,5,for living,full ownership,,,municipal
694926,52.343433,21.0518694,53.46,3,1,2,for living,full ownership,"Balcony, Terrace",garage/parking space,
798000,52.0783014,21.013552,94.7,4,3,3,for living,full ownership,Balcony,garage/parking space,
2995000,52.230189,20.9629397,104.2,4,4,6,for finishing,full ownership,Balcony,garage/parking space,municipal
560000,52.0928073,21.0338291,48.0,2,8,8,for renovation,,Balcony,garage/parking space,boiler room
959000,52.22348,20.94404,42.0,2,1,6,for living,full ownership,Balcony,,municipal
1200000,52.2453919,21.0845187,83.7,3,,,,,,,
990000,52.24813,21.10795,64.64,2,1,2,,full ownership,"Balcony, Terrace",garage/parking space,
720000,52.269618,21.0600003,45.82,1,1,4,for living,cooperative ownership right to the premises,Balcony,garage/parking space,municipal
874000,52.19908,20.954572,59.25,3,2,6,for finishing,full ownership,Balcony,garage/parking space,municipal
662000,52.2310842,21.0612922,39.0,2,0,3,for living,cooperative ownership right to the premises,,garage/parking space,municipal
774000,52.2014813,20.8859389,58.6,3,1,6,for finishing,full ownership,Balcony,garage/parking space,municipal
1200000,52.2453919,21.0845187,83.7,3,,,,,,,
1100000,52.23078,20.97594,50.0,2,1,8,for living,full ownership,"Balcony, Terrace",garage/parking space,municipal
825000,52.19646,21.04717,34.0,2,5,5,for living,full ownership,Balcony,garage/parking space,municipal
823500,52.28206,20.92055,41.5,2,1,14,for living,full ownership,,,municipal
569000,52.32899,21.00768,37.71,2,5,5,for living,full ownership,Balcony,garage/parking space,municipal
690000,52.28305,20.93349,48.0,3,6,10,for renovation,,,,municipal
,52.45968,21.03804,38.3,1,0,4,for finishing,full ownership,"Terrace, Garden",garage/parking space,
735900,52.0822581,21.0049943,67.23,3,1,3,for finishing,full ownership,Balcony,garage/parking space,
,52.251241,21.0634548,62.74,3,2,8,for finishing,full ownership,,garage/parking space,
525000,52.14058,20.71904,45.6,2,1,3,for living,full ownership,Balcony,,gas
629000,52.2373563,21.0902684,46.0,2,0,3,for renovation,full ownership,,,municipal
775000,52.1763954,21.0482201,56.2,3,8,11,for living,full ownership,Balcony,,municipal
466300,52.3255337,21.0697677,35.01,2,2,2,for finishing,full ownership,Balcony,garage/parking space,municipal
2600000,52.1732482,21.059955,281.3,7,1,6,,,,,
899000,52.2568188,20.9230607,67.56,3,8,11,for living,full ownership,Balcony,garage/parking space,municipal
879000,52.19078,20.90646,60.68,3,2,6,for living,full ownership,Balcony,garage/parking space,other
729000,52.10732,21.03996,84.0,3,1,1,for living,full ownership,Balcony,garage/parking space,electric
835000,52.2548985,20.9248606,65.0,3,8,8,for renovation,full ownership,Balcony,,municipal
760000,52.3216607,20.9633741,43.5,2,0,5,for living,full ownership,Balcony,garage/parking space,municipal
694000,52.347132,20.942228,54.0,3,,,,,,,
693999,52.3260077,21.0439177,60.88,3,1,3,for finishing,full ownership,Balcony,garage/parking space,municipal
698000,52.1694394,20.7972226,56.0,3,,,,,,,
600000,52.1694394,20.7972226,47.0,2,,,,,,,
571000,52.151876,21.020112,35.0,2,,,,,,,
893000,52.230387,21.011417,41.0,2,7,7,for living,full ownership,,,municipal
688000,52.1502518,21.038934,47.0,2,4,4,for renovation,cooperative ownership right to the premises,Balcony,,municipal
2300000,52.1018503,21.119216,122.96,4,2,2,for living,full ownership,"Balcony, Terrace",garage/parking space,boiler room
1250000,52.20997,20.96727,61.45,2,5,5,for living,full ownership,,garage/parking space,municipal
899000,52.32899,21.00768,55.51,3,2,2,for living,full ownership,Balcony,garage/parking space,municipal
1562200,52.2112358,20.9764535,78.5,3,4,,,,,,
2400000,52.2302563,21.0679344,78.15,3,3,4,for living,full ownership,"Balcony, Terrace",garage/parking space,municipal
1893140,52.18222,20.99764,99.4,4,1,9,for finishing,full ownership,"Balcony, Terrace",garage/parking space,
710000,52.26644,20.95408,38.0,2,1,4,for living,full ownership,Balcony,,municipal
899000,52.2201448,20.8963096,43.91,2,0,4,for living,full ownership,"Terrace, Garden",garage/parking space,municipal
899000,52.2201448,20.8970821,43.91,2,0,4,for living,full ownership,"Terrace, Garden",garage/parking space,municipal
950000,52.2114558,20.9775268,53.5,3,10,12,for living,cooperative ownership right to the premises,Balcony,,municipal
1592600,52.200254,20.9664354,76.2,4,4,,,full ownership,,,
919000,52.20875,20.99971,46.0,3,9,10,for living,full ownership,,,municipal
1249000,52.14314,21.02381,82.0,5,3,3,for living,full ownership,Balcony,garage/parking space,
594000,52.2502583,21.055251,39.23,2,0,10,for finishing,,,,municipal
950000,52.12586,20.95808,120.0,5,,,,,"Terrace, Garden",garage/parking space,
1099000,52.2233827,21.0080703,48.3,2,6,6,for living,,Balcony,,municipal
944000,52.1318138,21.073733,53.0,2,0,10,for living,cooperative ownership right to the premises,"Balcony, Garden",,municipal
499000,52.272687,20.94645,28.0,1,1,10,,,Balcony,,municipal
840000,52.2743636,20.9422031,48.0,3,1,4,for living,full ownership,Balcony,,municipal
,52.1128681,20.9733484,47.87,2,0,3,for finishing,full ownership,"Terrace, Garden",,
649000,52.2005256,20.9703327,38.6,1,4,8,for living,full ownership,Balcony,garage/parking space,municipal
944000,52.1318138,21.073733,53.0,2,0,10,for living,cooperative ownership right to the premises,"Balcony, Garden",,municipal
499000,52.272687,20.94645,28.0,1,1,10,,,Balcony,,municipal
590000,52.287626,20.93804,37.8,2,0,4,for renovation,full ownership,,,municipal
1175000,52.1577736,20.8026546,79.9,4,1,3,for living,full ownership,Balcony,garage/parking space,municipal
1299000,52.13,21.08,77.4,3,1,4,for living,cooperative ownership right to the premises,Balcony,garage/parking space,municipal
2350000,52.1611524,21.0679429,96.78,4,3,4,for living,full ownership,Balcony,garage/parking space,municipal
850000,52.2727956,20.9255884,54.8,3,8,10,for living,cooperative ownership right to the premises,Balcony,garage/parking space,municipal
900000,52.3107516,21.0788881,60.0,3,2,3,for living,full ownership,"Balcony, Terrace",garage/parking space,gas
,52.2289645,20.9823104,92.57,4,7,11,for finishing,full ownership,Balcony,garage/parking space,
,52.3076531,20.9904657,89.94,4,0,4,for finishing,full ownership,"Terrace, Garden",garage/parking space,
,52.2069978,20.8806564,59.9,4,2,7,for finishing,full ownership,Balcony,garage/parking space,
,52.4099001,21.2020377,87.49,4,1,3,for finishing,full ownership,Balcony,garage/parking space,
,52.2873663,21.0181325,54.92,3,1,6,for finishing,full ownership,,garage/parking space,
1590000,52.23614,21.00817,54.74,2,1,2,for living,cooperative ownership right to the premises,,garage/parking space,municipal
1740000,52.23338,20.95718,48.0,2,12,22,for living,full ownership,Balcony,,municipal
940000,52.1339835,20.929634,126.0,4,0,1,for finishing,full ownership,"Terrace, Garden",garage/parking space,other
960000,52.227474,21.01751,48.0,2,6,7,,full ownership,Balcony,,
776700,52.19877,20.94191,44.98,2,4,6,for finishing,full ownership,,,
1800000,52.23614,21.00817,88.8,3,0,,,,,,
945000,52.15227,21.04333,62.9,3,12,12,for living,cooperative ownership right to the premises,Balcony,,municipal
1310000,52.2041328,21.0426524,44.24,2,1,,for living,,Balcony,garage/parking space,municipal
735000,52.2269935,21.0833026,43.91,2,3,7,for finishing,full ownership,Balcony,garage/parking space,municipal
2112000,52.23614,21.00817,145.77,4,,,,,,,
529000,52.162618,20.787714,40.0,2,2,5,for finishing,full ownership,Balcony,,municipal
1315000,52.2047182,21.0512175,106.0,4,7,15,for finishing,cooperative ownership right to the premises,Balcony,garage/parking space,municipal
990000,52.2405027,20.9031975,54.94,2,1,10,for living,full ownership,"Balcony, Terrace",,municipal
656900,52.1100859,20.9664907,65.69,2,2,4,for finishing,full ownership,Balcony,garage/parking space,boiler room
550000,51.9794656,21.2156369,54.0,3,1,2,for living,full ownership,Balcony,,municipal
1242000,52.2624103,20.9716155,49.66,2,1,4,for finishing,full ownership,,garage/parking space,
,52.1128681,20.9733484,57.61,3,3,3,for finishing,full ownership,Balcony,,
735000,52.24385,20.99103,31.0,2,3,3,for living,full ownership,,,municipal
693000,52.18474,21.077,37.46,2,2,2,for living,full ownership,,,electric
629000,52.19213,21.00979,36.0,2,7,11,for finishing,,,,municipal
633000,52.20618,20.87832,43.08,2,1,7,for finishing,full ownership,Balcony,garage/parking space,municipal
1149000,52.23473,20.91416,48.49,2,4,5,for living,full ownership,Balcony,garage/parking space,municipal
1990000,52.2395981,21.0830577,78.4,2,4,5,for living,full ownership,Balcony,garage/parking space,
690000,52.31361,20.99944,40.87,2,2,4,for living,full ownership,Balcony,garage/parking space,municipal
799000,52.3754263,20.9389057,80.72,4,2,,,full ownership,,,gas
946000,52.3025609,20.9294462,53.85,2,4,5,for finishing,full ownership,,garage/parking space,
790000,52.1906223,21.150058,86.9,3,2,2,for finishing,full ownership,Balcony,garage/parking space,gas
1450000,52.23614,21.00817,88.5,3,6,6,,,,,
1245000,52.2355268,20.9929691,57.4,4,3,16,for renovation,cooperative ownership right to the premises,,,municipal
1825000,52.2253021,21.0167995,62.93,4,2,4,for living,full ownership,,,municipal
739000,52.204876,21.0503377,40.0,2,7,10,for living,cooperative ownership right to the premises,Balcony,,municipal
791000,52.36354,21.02577,65.97,4,2,3,for finishing,full ownership,Balcony,garage/parking space,other
,52.183517,21.136904,63.63,3,0,2,for finishing,full ownership,Garden,garage/parking space,gas
940320,52.1501,21.02566,52.24,3,3,4,,,Balcony,garage/parking space,
636000,52.174163,21.0108915,37.5,2,10,10,for renovation,,Balcony,,municipal
750000,52.23033,20.95403,35.6,2,4,6,for living,,Balcony,garage/parking space,municipal
550000,52.22748,20.95631,18.36,1,12,29,for living,,"Balcony, Terrace",,municipal
1370000,52.25662,20.96481,55.03,2,1,6,,full ownership,Balcony,garage/parking space,municipal
779000,52.18783,21.01608,41.0,2,0,12,for living,full ownership,,,municipal
719000,52.20444,20.88056,40.0,2,1,7,for living,full ownership,Balcony,garage/parking space,other
670000,52.2014813,20.8859389,45.21,2,2,,for finishing,full ownership,Balcony,garage/parking space,municipal
535000,52.2910153,20.9455136,27.0,1,4,4,for living,full ownership,,,municipal
681580,52.1146994,20.9734284,64.3,3,2,2,,full ownership,,,
699000,52.22138,20.98217,37.53,2,2,4,,full ownership,,,municipal
930000,52.2143526,21.1916735,77.8,3,3,3,for living,full ownership,Balcony,,municipal
1190000,52.1628489,20.9935399,63.02,3,6,6,for living,full ownership,,garage/parking space,municipal
746149,52.13785,21.02912,44.0,2,1,4,for living,full ownership,Balcony,garage/parking space,municipal
1500000,52.142884,21.035666,86.76,3,8,8,for living,cooperative ownership right to the premises,,garage/parking space,municipal
2016000,52.2424752,20.9956744,64.0,3,1,7,for living,,Balcony,garage/parking space,municipal
755000,52.2851672,20.9365468,54.4,3,2,11,for renovation,cooperative ownership right to the premises,Balcony,,municipal
950000,52.2121638,20.8089927,56.04,3,0,1,for living,full ownership,"Terrace, Garden",garage/parking space,gas
1710526,52.1699645,20.9934698,92.08,4,1,5,for finishing,full ownership,Balcony,garage/parking space,
735900,52.0822581,21.0049943,67.23,3,1,3,for finishing,full ownership,Balcony,garage/parking space,
1150000,52.2218429,21.0177608,40.07,2,1,6,for living,full ownership,,,municipal
875000,52.160171,20.9953128,46.2,3,1,4,for living,full ownership,Balcony,garage/parking space,municipal
770000,52.2733529,20.9266015,55.15,3,7,8,for finishing,cooperative ownership right to the premises,,,municipal
2650000,52.2382739,21.0538094,92.11,3,1,2,for living,full ownership,Balcony,,municipal
898000,52.2527019,21.006538,50.0,2,3,3,,full ownership,,,municipal
1047000,52.2264826,20.9526076,65.54,3,0,2,for living,cooperative ownership right to the premises,,garage/parking space,municipal
579000,52.2962444,20.9427932,38.78,2,5,8,for finishing,cooperative ownership right to the premises,Balcony,,municipal
1260000,52.1572418,21.0639067,50.61,2,1,3,for living,full ownership,Terrace,garage/parking space,municipal
1132000,52.1825044,20.9936285,42.06,2,7,9,for living,full ownership,Balcony,garage/parking space,municipal
660000,52.23029,21.06557,39.0,2,3,3,for finishing,full ownership,Balcony,,municipal
866000,52.17991,20.94782,90.26,5,1,2,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,gas
866000,52.17991,20.94782,83.55,4,0,2,for finishing,full ownership,"Terrace, Garden",garage/parking space,gas
