price,latitude,longitude,surface_area,num_of_room,floor,num_floors_in_building,finish_condition,form_of_property,balcony_garden_terrace,parking_space,heating
584000,52.0768339,21.0138765,48.7,3,1,3,for living,full ownership,Balcony,,gas
1663200,52.234693,20.990096,75.6,2,12,15,for living,full ownership,Balcony,,municipal
940000,52.13785,21.02912,58.94,3,2,3,for living,full ownership,Balcony,garage/parking space,
640000,52.1715466,21.0028732,42.0,2,5,10,,full ownership,Balcony,,municipal
466212,52.3255337,21.0697677,34.81,2,,,for finishing,full ownership,Balcony,garage/parking space,municipal
,52.1637225,20.7971468,38.57,1,3,3,for finishing,full ownership,,,municipal
761600,52.347132,20.942228,59.0,4,,,for finishing,full ownership,Balcony,garage/parking space,municipal
693800,52.32899,21.00768,53.9,3,,,for finishing,full ownership,Balcony,garage/parking space,municipal
719500,52.1941381,20.8678459,54.0,3,3,4,for living,full ownership,Balcony,garage/parking space,municipal
625000,52.23491,20.9441,37.08,2,5,10,,full ownership,,garage/parking space,
739000,52.41666,21.18333,125.0,5,,,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,
750000,52.2804559,21.138244,71.0,3,0,3,for finishing,full ownership,"Balcony, Garden",garage/parking space,gas
,52.2023915,20.8858958,82.48,4,1,7,for finishing,full ownership,,garage/parking space,
835000,52.2051375,20.9077735,47.8,2,2,4,for living,full ownership,,garage/parking space,
704000,52.3102751,21.0620732,66.0,4,,,,,,,
1125000,52.3320224,20.9357309,79.0,3,3,4,for living,full ownership,"Balcony, Terrace",garage/parking space,municipal
1579215,52.1899919,21.0016905,73.74,3,2,9,for finishing,full ownership,Balcony,garage/parking space,municipal
799000,52.16388,21.20875,60.0,3,5,8,for living,full ownership,Balcony,garage/parking space,boiler room
1670000,52.191752,20.9729451,164.0,5,3,3,for living,cooperative ownership right to the premises,Balcony,garage/parking space,municipal
520000,52.11672,21.27743,47.0,3,,,,,,,
1352500,52.1810612,21.0095325,80.03,4,2,10,for finishing,cooperative ownership right to the premises,Balcony,,municipal
787800,52.2097345,21.0063782,39.0,2,9,10,for finishing,cooperative ownership right to the premises,Balcony,,municipal
550000,52.2247239,21.0934482,29.0,1,12,13,,full ownership,Balcony,,municipal
735000,52.2836384,21.1305505,65.1,3,1,3,for living,cooperative ownership right to the premises,Balcony,garage/parking space,gas
1080000,52.27175,20.97995,51.0,2,4,4,for living,,,garage/parking space,
2095000,52.2227836,21.0223339,77.3,3,4,6,for living,,Balcony,,municipal
995000,52.2336251,21.0207489,34.0,2,0,5,for living,full ownership,,,municipal
875000,52.15909,20.81716,70.0,3,0,1,for living,full ownership,Garden,,
599000,52.09577,20.96054,85.0,4,2,3,for finishing,full ownership,"Balcony, Terrace",garage/parking space,gas
800000,52.32899,21.00768,50.5,3,3,3,for finishing,,Balcony,garage/parking space,municipal
2250000,52.2176209,21.0054384,203.0,4,4,4,for living,cooperative ownership right to the premises,,,electric
639000,52.2037,20.88393,42.61,2,7,7,for finishing,full ownership,Balcony,garage/parking space,municipal
830000,52.2372259,20.9991248,39.0,2,7,15,for living,full ownership,Balcony,garage/parking space,municipal
800000,52.2434136,20.9624562,40.0,2,3,,for living,full ownership,"Balcony, Terrace",garage/parking space,municipal
720000,52.1974864,20.9734158,37.9,2,0,10,for living,cooperative ownership right to the premises,,,municipal
,52.2005734,20.9406207,79.94,4,0,6,for finishing,full ownership,Garden,garage/parking space,
1050000,52.2312066,20.969002,36.0,2,2,8,for living,full ownership,Balcony,garage/parking space,municipal
,52.1626999,21.1810626,78.2,5,0,,for finishing,full ownership,Garden,,
,52.2167261,20.7898929,40.19,2,1,3,for finishing,full ownership,Balcony,garage/parking space,
,52.2005734,20.9406207,100.21,5,1,6,for finishing,full ownership,Balcony,garage/parking space,
,52.17975,21.05437,93.17,5,1,4,for finishing,full ownership,Balcony,garage/parking space,
,52.1870282,20.8349786,68.2,4,1,3,for finishing,full ownership,Balcony,garage/parking space,
,52.3190255,21.0498617,72.17,4,3,3,for finishing,full ownership,Balcony,garage/parking space,
,52.271905,21.019973,76.75,4,1,7,for finishing,full ownership,Balcony,garage/parking space,
,52.172792,20.9941018,67.78,3,6,8,for finishing,full ownership,,garage/parking space,
,52.2365959,20.9913317,31.33,1,6,7,for finishing,full ownership,,,
1143000,52.28521,20.92785,64.15,3,2,8,for finishing,full ownership,Balcony,garage/parking space,
,52.2389401,21.1375229,65.19,3,3,5,for finishing,full ownership,Balcony,garage/parking space,
1490000,52.1693979,21.0743795,86.7,4,1,2,for living,full ownership,Balcony,,municipal
868000,52.2822941,21.0466759,57.65,3,5,5,,full ownership,Balcony,,municipal
,52.4201037,20.7273534,65.07,3,1,7,for finishing,full ownership,,garage/parking space,
949000,52.339584,20.95976,117.2,5,0,2,for finishing,full ownership,Garden,garage/parking space,other
979707,52.322933,21.129034,120.4,4,0,2,for finishing,full ownership,"Balcony, Garden",garage/parking space,gas
,52.2291415,21.0004697,44.06,1,3,9,for finishing,full ownership,Balcony,garage/parking space,other
519900,52.34154,21.257578,56.22,3,1,1,for finishing,full ownership,Garden,garage/parking space,gas
640968,52.2538,20.733702,62.84,3,1,2,for finishing,full ownership,Balcony,garage/parking space,
487121,52.416054,20.731787,44.69,2,2,,,full ownership,Balcony,garage/parking space,municipal
489999,52.268658,21.0489755,31.65,2,8,8,for renovation,full ownership,Balcony,,municipal
1290000,52.1818219,21.0252718,69.74,2,1,,for living,full ownership,"Balcony, Terrace",garage/parking space,municipal
589000,52.10183,20.87799,53.0,2,1,3,for living,full ownership,"Balcony, Garden",garage/parking space,
785000,52.10123,20.91822,105.0,5,1,2,for finishing,,"Balcony, Terrace, Garden",garage/parking space,
905900,52.1964005,20.9520403,57.65,3,0,7,for finishing,full ownership,Garden,garage/parking space,
665600,52.2314274,21.1091592,35.05,1,5,5,for finishing,full ownership,Terrace,garage/parking space,
584000,52.0768339,21.0138765,48.7,3,1,3,for living,full ownership,Balcony,,gas
785000,52.10123,20.91822,105.0,5,1,2,for finishing,,"Balcony, Terrace, Garden",garage/parking space,
750000,52.2686547,20.9451469,47.0,3,1,4,,,Balcony,,
1499000,52.4436,21.16043,255.4,6,0,1,,,Balcony,,
536000,52.2978514,21.0352534,29.0,1,2,10,for living,,Balcony,,municipal
899000,52.2706,20.9327,49.9,2,1,6,for living,full ownership,"Terrace, Garden",,municipal
388824,52.431797,20.726456,38.12,2,1,2,for finishing,full ownership,Balcony,garage/parking space,gas
930000,52.3437757,21.1968897,129.0,5,1,1,for living,full ownership,Balcony,garage/parking space,gas
795000,52.2538231,20.9122051,73.52,3,2,3,for finishing,full ownership,,,
435000,52.2474266,21.081891,20.0,1,0,,for living,full ownership,,,municipal
539000,52.2811643,20.9287588,29.0,1,2,4,for living,,,,
550000,52.1095655,20.6445818,48.0,2,7,8,for living,full ownership,Balcony,garage/parking space,municipal
720000,52.3006227,21.0107557,47.77,2,1,3,for living,full ownership,"Balcony, Terrace",garage/parking space,municipal
465800,52.3255337,21.0697677,34.7,2,,,for finishing,full ownership,Balcony,garage/parking space,municipal
644000,52.2391396,20.9723056,33.1,2,8,8,,cooperative ownership right to the premises,,,
955000,52.093451,21.0418832,69.0,3,2,2,for living,full ownership,Balcony,garage/parking space,gas
693800,52.347132,20.942228,53.88,3,,,for finishing,full ownership,Balcony,garage/parking space,municipal
1056380,52.2260345,21.0114119,40.63,2,1,,,,,,
704000,52.3255337,21.0697677,66.0,4,,,for finishing,full ownership,Balcony,garage/parking space,municipal
750000,52.2297254,20.9521571,48.63,3,6,10,for renovation,full ownership,Balcony,,
995000,52.193306,20.9383609,44.07,2,2,5,for living,full ownership,Balcony,garage/parking space,municipal
995000,52.1992577,21.0126829,47.0,2,2,5,for living,full ownership,Balcony,garage/parking space,municipal
530000,52.07813,21.25156,65.0,3,0,3,for renovation,full ownership,Balcony,,municipal
548000,52.0779995,21.0119504,45.4,2,2,3,for living,full ownership,Balcony,garage/parking space,municipal
1250000,52.2391,20.9076,78.0,3,7,11,for living,full ownership,Balcony,garage/parking space,municipal
899000,52.2434327,20.8975756,50.0,2,3,6,for living,full ownership,Balcony,garage/parking space,municipal
1399000,52.3207739,21.118079,140.0,7,,,for living,full ownership,Balcony,garage/parking space,gas
402868,52.3243707,21.0736986,26.68,1,0,,,,,,
341500,52.18059,20.9478,18.0,1,7,7,for living,,Balcony,,municipal
608500,52.0921,21.03376,47.0,2,7,8,for living,full ownership,Balcony,garage/parking space,municipal
2399000,52.23826,21.02253,96.61,3,2,3,,full ownership,Balcony,,
880000,52.2387396,21.0249414,43.6,2,9,10,for living,full ownership,Balcony,,municipal
704000,52.3255337,21.0697677,66.15,4,1,2,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,other
704000,52.3255337,21.0697677,66.15,4,2,2,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,other
1020000,52.23193,20.99566,46.0,3,1,12,for living,full ownership,Balcony,,municipal
,52.172792,20.9941018,45.32,2,2,8,for finishing,full ownership,,garage/parking space,
1300000,52.216813,21.0215393,50.31,2,0,4,for living,full ownership,,garage/parking space,municipal
856000,52.3025609,20.9294462,45.66,2,4,5,for finishing,full ownership,Balcony,garage/parking space,
1200000,52.2287442,20.892887,63.3,3,5,5,for living,full ownership,"Balcony, Terrace",garage/parking space,municipal
,52.1699645,20.9934698,29.88,1,2,5,for finishing,full ownership,Balcony,garage/parking space,
693000,52.347132,20.942228,54.0,3,3,3,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,
1280000,52.2189837,21.0222009,64.2,4,6,8,for living,full ownership,Balcony,garage/parking space,municipal
611000,52.3255337,21.0697677,55.0,3,2,2,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,
693000,52.347132,20.942228,54.0,3,1,3,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,
465000,52.3255337,21.0697677,35.0,2,2,2,for finishing,full ownership,"Balcony, Terrace, Garden",garage/parking space,
2700000,52.16136,21.07676,137.0,4,1,4,for living,full ownership,,garage/parking space,municipal
670000,52.1874221,21.0200801,37.7,2,1,4,for finishing,cooperative ownership right to the premises,Balcony,,municipal
,52.1802699,20.9794708,69.24,3,6,10,for finishing,full ownership,Balcony,garage/parking space,
950000,52.20724,21.04654,55.7,3,5,5,for living,full ownership,,,municipal
700000,52.2824392,20.9608419,35.0,2,2,4,,,,,
1655000,52.2484182,21.0109475,62.0,3,3,4,for living,full ownership,,,municipal
479880,52.19236,20.96186,24.0,1,2,3,for living,full ownership,Balcony,,other
965000,52.1708403,21.0330053,58.0,3,9,10,,,,,
765000,52.2112358,20.9764535,35.4,2,2,4,,,Balcony,,
769000,52.2773654,21.0147067,38.0,2,1,9,for living,full ownership,Balcony,,
948000,52.2046,20.98284,51.0,3,2,3,for living,cooperative ownership right to the premises,,,municipal
940000,52.244958,20.9876901,50.0,2,3,3,for living,full ownership,,,municipal
1278000,52.28521,20.92785,76.12,3,1,8,for finishing,full ownership,Balcony,garage/parking space,
1100000,52.2291,21.0784,60.4,3,2,7,,full ownership,Balcony,,
418996,52.416054,20.731787,38.44,2,2,,,full ownership,Balcony,garage/parking space,municipal
,52.271905,21.019973,79.54,4,2,7,for finishing,full ownership,Balcony,garage/parking space,
894829,52.1840149,21.0145362,44.64,2,2,6,for living,full ownership,Balcony,,municipal
885000,52.29783,21.04197,59.2,3,6,10,,,Balcony,garage/parking space,
430000,52.18452,20.66873,53.9,2,1,1,for living,full ownership,,garage/parking space,other
329000,52.3441876,21.2493164,35.5,1,1,2,for finishing,cooperative ownership right to the premises,,,municipal
1450000,52.234665,20.989488,46.56,2,12,16,for finishing,full ownership,Balcony,,municipal
695602,52.3202887,20.996522,54.69,2,3,5,for finishing,full ownership,,garage/parking space,
,52.3487976,20.9425148,41.01,2,0,5,for finishing,full ownership,Garden,garage/parking space,
430000,52.18452,20.66873,53.9,2,1,1,for living,full ownership,,garage/parking space,other
329000,52.3441876,21.2493164,35.5,1,1,2,for finishing,cooperative ownership right to the premises,,,municipal
700000,52.2037,20.88393,49.4,2,3,7,,,,,
550000,52.37743,20.92427,47.3,3,3,3,,full ownership,,,municipal
1388000,52.32907,20.95902,104.0,3,3,4,for finishing,,"Balcony, Terrace",garage/parking space,
,52.1802699,20.9794708,61.9,3,4,10,for finishing,full ownership,Balcony,garage/parking space,
779000,52.18232,20.97537,50.3,2,3,3,for living,full ownership,,,municipal
629000,52.25682,20.92641,40.4,1,8,8,for living,,Balcony,,municipal
560000,52.22682,21.04296,25.0,1,5,10,for living,,Balcony,garage/parking space,municipal
1104400,52.32907,20.95902,84.3,3,3,4,for finishing,,"Balcony, Terrace",garage/parking space,
1253000,52.32907,20.95902,99.0,4,3,4,for finishing,,"Balcony, Terrace",garage/parking space,
1434100,52.2011,20.94291,80.2,3,6,6,for finishing,full ownership,Terrace,garage/parking space,municipal
698000,52.18803,20.92519,38.6,1,6,6,for finishing,full ownership,Balcony,garage/parking space,municipal
681000,52.20052,20.94197,44.48,2,1,6,for finishing,full ownership,Balcony,garage/parking space,municipal
999000,52.16947,21.04112,88.0,3,2,2,for living,full ownership,Balcony,garage/parking space,municipal
789000,52.25308,21.04671,56.5,3,2,10,for finishing,,Balcony,,
625000,52.39902,20.9312,56.8,4,3,4,,full ownership,Balcony,,municipal
338000,51.98438,21.21764,56.6,4,4,4,,,,,
399000,51.9870127,21.2111637,52.74,3,2,4,for living,full ownership,,garage/parking space,municipal
740000,52.19832,21.01715,61.3,3,3,3,for renovation,cooperative ownership right to the premises,Balcony,,municipal
799000,52.2296102,21.0008585,39.0,2,12,15,for finishing,cooperative ownership right to the premises,,,municipal
996000,52.26146,20.9587851,55.4,3,2,5,for living,full ownership,Balcony,garage/parking space,municipal
650000,52.35624,21.117916,132.53,3,1,2,for finishing,share,Balcony,garage/parking space,gas
,52.1677806,20.9916332,41.79,2,2,6,for finishing,full ownership,Balcony,garage/parking space,
,52.3190255,21.0498617,68.72,4,3,3,for finishing,full ownership,Balcony,garage/parking space,
,52.2251855,20.8929949,39.55,2,2,6,for finishing,full ownership,Balcony,garage/parking space,
,52.2389401,21.1375229,89.87,4,2,5,for finishing,full ownership,Balcony,garage/parking space,
1232000,52.226,20.88559,76.26,4,1,5,for finishing,full ownership,Balcony,garage/parking space,municipal
917000,52.13747,20.93791,107.3,4,0,3,for finishing,full ownership,Garden,garage/parking space,gas
712000,52.2318968,20.9545982,49.0,2,2,4,for living,full ownership,Balcony,,municipal
873000,52.20164,20.94357,57.2,3,1,6,for finishing,full ownership,Balcony,garage/parking space,municipal
519000,52.3634786,21.025752,43.92,2,0,3,for finishing,full ownership,Garden,garage/parking space,
899000,52.17924,21.04956,63.0,3,6,12,for finishing,full ownership,Balcony,,municipal
439000,52.2376421,21.0976997,30.5,1,0,8,for renovation,cooperative ownership right to the premises,,,municipal
636000,52.13785,21.02912,32.0,2,3,4,,full ownership,Balcony,garage/parking space,municipal
465000,52.3102751,21.0620732,35.0,2,,,,full ownership,"Balcony, Garden",garage/parking space,
465000,52.32899,21.00768,35.0,2,1,2,,full ownership,"Balcony, Terrace",garage/parking space,
,52.172792,20.9941018,42.56,2,5,8,for finishing,full ownership,,garage/parking space,
2600000,52.2432428,20.9194158,127.47,4,2,4,for living,full ownership,Balcony,garage/parking space,municipal
609000,52.0893315,21.0247757,46.5,2,7,8,for living,full ownership,,,
,52.15751,21.199276,85.22,4,5,5,for finishing,perpetual usufruct / lease 29,"Balcony, Terrace",,municipal
,52.172792,20.9941018,45.47,2,1,8,for finishing,full ownership,,garage/parking space,
880000,52.2043235,20.9154278,60.0,3,2,2,for living,full ownership,Balcony,garage/parking space,gas
,52.1699645,20.9934698,95.07,4,2,5,for finishing,full ownership,Balcony,garage/parking space,
,52.23899,21.13546,61.1,3,5,5,for finishing,full ownership,Balcony,garage/parking space,
,52.2167261,20.7898929,63.14,3,0,3,for finishing,full ownership,"Terrace, Garden",garage/parking space,
595000,52.19529,20.98014,37.5,2,2,4,,,Balcony,,
2700000,52.23514,21.03515,124.2,3,3,5,for living,,Balcony,,
1499000,52.19578,21.01335,89.0,4,3,5,,full ownership,,,
281210,52.1557497,21.0022337,18.81,1,1,3,for living,full ownership,,,boiler room
1163000,52.156425,21.03446,76.31,3,1,5,for living,full ownership,Balcony,,other
693000,52.32899,21.00768,53.83,3,,,,full ownership,"Balcony, Terrace, Garden",garage/parking space,
1250000,52.2598579,20.920123,64.26,4,0,5,for living,full ownership,Balcony,garage/parking space,municipal
699000,52.23059,21.06051,36.94,2,3,3,for living,full ownership,,,municipal
920000,52.225565,20.9437448,40.3,2,6,6,for living,full ownership,Balcony,garage/parking space,municipal
1119000,52.10732,21.03996,87.0,3,0,1,for living,full ownership,Garden,garage/parking space,gas
847406,52.0785227,21.0109281,86.47,4,3,4,for living,full ownership,,garage/parking space,municipal
548000,52.39925,20.93623,53.0,3,5,9,,,Balcony,,municipal
479000,52.4252301,21.2213555,63.73,4,1,1,for finishing,full ownership,"Balcony, Garden",garage/parking space,gas
720000,52.1553,20.8048793,45.0,2,6,6,for living,full ownership,Balcony,,municipal
549000,52.40614,21.1941,63.73,4,1,2,for living,full ownership,"Balcony, Garden",garage/parking space,other
859000,52.311802,20.9548674,71.0,4,12,11,for renovation,cooperative ownership right to the premises,,,municipal
1648000,52.1695989,21.0715407,114.98,5,2,2,for living,full ownership,,garage/parking space,municipal
548500,52.37479,20.92602,44.24,3,1,4,,full ownership,Balcony,,
639000,52.22772,20.908,41.5,2,8,11,for finishing,full ownership,Balcony,,municipal
799000,52.17047,20.81189,72.6,3,5,,,cooperative ownership right to the premises,Balcony,garage/parking space,municipal
1055000,52.2260345,21.0114119,40.0,1,2,5,for living,full ownership,,,gas
1165000,52.23083,21.10977,68.7,3,10,13,for living,full ownership,"Balcony, Terrace",garage/parking space,municipal
650000,52.3448,21.11871,60.12,3,0,2,for living,full ownership,"Terrace, Garden",garage/parking space,other
750000,52.34472,21.11869,142.0,6,1,2,for living,full ownership,"Balcony, Terrace, Garden",garage/parking space,other
769500,52.3347685,20.9379836,57.0,2,1,4,for living,full ownership,Balcony,garage/parking space,other
739000,52.14126,21.04883,42.4,2,1,3,for living,,Balcony,,municipal
767907,52.27845,21.01073,43.02,2,6,7,for finishing,full ownership,,garage/parking space,municipal
880000,52.21869,20.88998,49.1,2,3,4,for finishing,full ownership,,garage/parking space,municipal
1140828,52.2326597,20.8968437,73.13,3,0,6,for finishing,full ownership,Garden,garage/parking space,municipal
1205000,52.3025609,20.9294462,70.28,3,3,4,for finishing,full ownership,,garage/parking space,
885000,52.2524675,20.923903,65.0,2,1,4,for living,cooperative ownership right to the premises,Balcony,,municipal
944000,52.28521,20.92785,52.24,2,0,8,for finishing,full ownership,Garden,garage/parking space,
,52.2365959,20.9913317,31.34,1,7,7,for finishing,full ownership,,,
761600,52.347132,20.942228,59.0,4,,,for finishing,full ownership,Balcony,garage/parking space,municipal
750908,52.27845,21.01073,43.28,2,6,7,for finishing,full ownership,Balcony,garage/parking space,municipal
799000,52.2014813,20.8859389,62.0,3,6,6,,full ownership,"Balcony, Terrace",garage/parking space,municipal
298000,52.4290643,20.7113223,29.43,1,4,4,for renovation,full ownership,,,municipal
449000,52.20981,20.80271,40.5,2,,,for finishing,full ownership,"Balcony, Terrace",garage/parking space,municipal
693700,52.347132,20.942228,53.8,3,,,for finishing,full ownership,Balcony,garage/parking space,municipal
612000,52.3255337,21.0697677,54.7,4,,,for finishing,full ownership,Balcony,garage/parking space,municipal
569000,52.21051,21.00987,29.0,2,10,16,for finishing,cooperative ownership right to the premises,Balcony,,municipal
,52.1802699,20.9794708,74.85,3,2,10,for finishing,full ownership,Balcony,garage/parking space,
1121000,52.28521,20.92785,63.83,3,1,8,for finishing,full ownership,Balcony,garage/parking space,
1119720,52.2079759,21.0104211,52.08,2,0,4,for living,full ownership,,,municipal
,52.2167261,20.7898929,74.28,4,0,3,for finishing,full ownership,"Terrace, Garden",garage/parking space,
,52.1802699,20.9794708,53.1,2,4,10,for finishing,full ownership,Balcony,garage/parking space,
799000,52.2239433,20.9719,27.0,1,0,8,for living,full ownership,Terrace,,municipal
730000,52.1972,20.96441,40.0,2,5,5,,,Balcony,garage/parking space,
704510,52.3255337,21.0697677,66.0,4,,,for finishing,full ownership,Balcony,garage/parking space,municipal
935280,52.2255984,20.9363643,38.97,2,5,8,for finishing,full ownership,Balcony,garage/parking space,
466000,52.3255337,21.0697677,34.8,2,,,for finishing,full ownership,Balcony,garage/parking space,municipal
585000,52.1613204,21.2068083,37.85,2,0,3,for living,full ownership,Garden,garage/parking space,boiler room
670000,52.07152,21.03676,47.9,2,2,2,,full ownership,,,other
911229,52.2433436,20.8985429,57.31,3,3,7,for finishing,full ownership,,,
1721371,52.18999,21.00169,77.5,4,8,9,,,Balcony,garage/parking space,
704000,52.3102751,21.0620732,66.0,4,,,,,,,
466000,52.3102751,21.0620732,35.0,2,,,,,,,
780000,52.22742,21.06087,52.0,2,8,10,for living,full ownership,,garage/parking space,municipal
840000,52.23658,20.90838,52.0,2,6,10,for living,full ownership,Balcony,,
970000,52.3281757,21.039501,59.8,3,1,2,for living,full ownership,Balcony,garage/parking space,municipal
2700000,52.23725,20.99989,96.3,2,3,9,for living,full ownership,Balcony,garage/parking space,municipal
1630800,52.249405,20.98749,90.6,4,5,12,,,Balcony,garage/parking space,municipal
899000,52.256154,21.03192,54.01,3,2,3,,full ownership,,,municipal
,52.1851099,21.0266881,425.0,5,6,6,,full ownership,"Terrace, Garden",garage/parking space,
,52.18707,21.04804,25.38,1,1,7,for finishing,full ownership,Balcony,garage/parking space,
,52.2167261,20.7898929,40.19,2,1,3,for finishing,full ownership,Balcony,garage/parking space,
620000,52.23914,20.9958,30.0,2,5,5,,full ownership,,,municipal
1100000,52.2261572,21.0137953,40.34,2,0,5,for living,full ownership,,,municipal
1104480,52.32593,20.95098,84.3,3,3,3,,,"Balcony, Terrace",,
999000,52.28707,21.08389,84.66,4,3,3,for living,full ownership,,garage/parking space,gas
697000,52.1694394,20.7972226,56.0,3,1,5,for finishing,full ownership,Balcony,garage/parking space,municipal
815000,52.32129,21.10589,60.0,3,0,2,for living,full ownership,"Terrace, Garden",garage/parking space,gas
810000,52.2625433,20.9854644,43.0,2,2,4,for renovation,full ownership,,,municipal
579900,52.0777135,20.6965493,39.7,2,0,2,,full ownership,Garden,,boiler room
409000,52.2338259,21.2268361,42.0,2,2,2,for finishing,full ownership,,garage/parking space,gas
990000,52.3615495,21.0347529,90.3,4,1,3,for living,full ownership,Terrace,garage/parking space,municipal
688000,52.1396748,21.0585326,32.0,1,12,12,,,,,
547000,52.1694394,20.7972226,37.0,2,4,6,for finishing,full ownership,Balcony,garage/parking space,municipal
1490000,52.2456682,21.0854749,83.7,3,,,for renovation,full ownership,Terrace,garage/parking space,
495000,52.1694394,20.7972226,33.0,2,3,5,for finishing,full ownership,Balcony,garage/parking space,municipal
3000000,52.188984,21.0064458,101.0,3,4,10,,full ownership,"Balcony, Terrace",,
549000,52.2381749,21.1247074,33.0,2,0,2,for living,full ownership,"Terrace, Garden",,gas
1390000,52.154195,21.07226,81.2,3,1,4,for living,full ownership,Balcony,garage/parking space,municipal
730000,52.194703,21.0546547,38.0,2,1,10,for finishing,full ownership,Balcony,garage/parking space,municipal
949999,52.162238,21.0199,65.0,2,3,3,for living,full ownership,Balcony,garage/parking space,municipal
840000,52.224941,21.03807,46.5,3,1,10,for living,,,garage/parking space,municipal
845000,52.206752,21.04532,51.6,2,1,4,for renovation,full ownership,Balcony,garage/parking space,municipal
1250000,52.276318,20.95605,67.5,4,3,3,,,Balcony,garage/parking space,municipal
1020000,52.150469,21.05418,73.7,4,4,4,for living,,Balcony,garage/parking space,municipal
379000,52.1694394,20.7972226,25.0,1,3,5,for finishing,full ownership,Balcony,garage/parking space,municipal
845000,52.2731154,20.9480005,46.0,3,1,4,,,Balcony,,
627000,52.1537786,21.0793528,32.11,1,1,3,for finishing,full ownership,Balcony,garage/parking space,municipal
1185000,52.3425183,21.1829875,98.8,5,1,2,for living,full ownership,,garage/parking space,gas
450000,52.233615,20.939405,23.5,1,3,9,for renovation,full ownership,Balcony,,municipal
495000,52.44197,21.059498,58.3,2,0,2,for living,full ownership,,,
1200000,52.2002386,20.8887397,62.61,3,0,6,for living,full ownership,"Terrace, Garden",garage/parking space,municipal
1265000,52.20997,20.96727,54.0,2,1,2,,full ownership,Balcony,garage/parking space,
970000,52.1986108,21.0464264,46.32,2,1,4,for living,full ownership,,garage/parking space,
679000,52.23662,20.77828,55.0,3,1,3,for living,full ownership,Balcony,garage/parking space,
835000,52.23467,21.03291,45.3,2,5,9,for living,,Balcony,,municipal
480000,52.3972343,20.9142028,53.0,3,1,3,for renovation,full ownership,Balcony,,municipal
768000,52.3217216,20.9636438,53.7,3,9,9,for living,full ownership,,garage/parking space,municipal
1990000,52.233965,21.0166156,55.0,2,3,6,for living,full ownership,"Balcony, Terrace",garage/parking space,municipal
690000,52.206737,20.97436,48.7,2,3,7,for renovation,full ownership,Balcony,,municipal
2100000,52.2227258,21.0027265,92.0,4,1,5,for living,full ownership,Balcony,,other
768000,52.3217216,20.9636438,53.7,3,9,9,for living,full ownership,,garage/parking space,municipal
940000,52.19257,20.90176,60.9,3,3,6,for living,,,garage/parking space,municipal
633500,52.2978514,21.0352534,31.5,1,9,,for living,full ownership,Balcony,,municipal
638000,52.3473942,20.9400822,53.77,3,1,3,for finishing,full ownership,Balcony,garage/parking space,
859000,52.3119004,20.9545677,71.0,4,12,11,for renovation,,,,municipal
1250000,52.3104372,21.0720467,78.87,3,1,4,for living,full ownership,,garage/parking space,gas
740000,52.23313,21.019,48.0,2,,,for renovation,full ownership,,,municipal
694004,52.3422031,20.9436013,53.98,3,1,3,for finishing,full ownership,Balcony,garage/parking space,municipal
1060000,52.3090127,21.0571552,67.21,3,1,2,for living,full ownership,Balcony,garage/parking space,municipal
775000,52.26597,20.96141,42.0,2,8,10,for living,,Balcony,garage/parking space,
2499000,52.22458,20.94985,117.0,3,4,6,for living,,Balcony,garage/parking space,
575000,52.28179,20.97638,32.0,2,2,15,for living,,Terrace,garage/parking space,municipal
1386824,52.2244052,20.9746668,60.56,3,4,,,full ownership,,garage/parking space,
903000,52.2131933,21.0197658,42.0,2,4,5,for renovation,full ownership,,,municipal
1430000,52.143971,21.0577963,69.0,3,6,10,for living,full ownership,Balcony,garage/parking space,municipal
1065200,52.2472558,21.0063529,53.26,2,4,4,,full ownership,Balcony,,municipal
1080000,52.143971,21.0577963,54.0,2,2,6,for living,full ownership,Balcony,garage/parking space,municipal
1764000,52.1442398,21.0177838,72.0,3,5,10,for living,full ownership,Balcony,garage/parking space,municipal
1320000,52.0999679,21.273479,97.52,4,0,2,for living,full ownership,,,gas
950000,52.2438169,20.912364,56.0,3,2,3,,full ownership,Balcony,garage/parking space,municipal
832000,52.13785,21.02912,52.0,2,2,6,for living,,,garage/parking space,
480000,52.31553,20.96189,37.0,2,2,6,for renovation,,,,municipal
1125000,52.1970624,20.9517061,66.25,3,4,4,,full ownership,Balcony,garage/parking space,municipal
2230000,52.208901,21.00315,81.7,3,5,5,,,Balcony,garage/parking space,
1050000,52.1427535,21.0635142,66.97,3,0,3,for living,cooperative ownership right to the premises,Garden,,municipal
,52.2091248,21.0722671,126.55,4,1,2,for finishing,full ownership,Balcony,garage/parking space,
,52.3190255,21.0498617,66.31,4,2,3,for finishing,full ownership,Balcony,garage/parking space,
,52.1677806,20.9916332,50.01,3,1,6,for finishing,full ownership,Balcony,garage/parking space,
1723000,52.245088,20.962905,101.4,5,1,8,,full ownership,Balcony,garage/parking space,municipal
900000,52.2188,21.25166,90.0,3,1,2,,,Balcony,garage/parking space,gas
